Month,Year,Temp,Ice,Veg,Flood,Rain_mm,Province,Unnamed: 8,Unnamed: 9
6,1.4948518792919956,1.6269656309943568,-0.9912718844354665,0.0,0,0.0,combined_flood_data,1024.907,3.764
7,1.4948518792919956,1.441021097397871,-0.6927678265370938,0.0,0,0.0,combined_flood_data,1037.576,26.564
8,1.4948518792919956,1.2581885713459369,-0.3573456180840124,0.0,0,0.0,combined_flood_data,1203.3805,41.936
9,1.4948518792919956,1.3059653786957834,-0.9088274904719699,0.0,0,0.0,combined_flood_data,1296.5685,6.199
10,1.4948518792919956,0.8994511291602253,-1.0420302743318,0.0,0,0.0,combined_flood_data,1186.6255,1.329
11,1.4948518792919956,0.275617232197987,-0.8997417821203075,0.0,0,0.0,combined_flood_data,1179.093,1.592
12,1.4948518792919956,-0.27274973453232065,-0.933099465667093,0.0,0,0.0,combined_flood_data,1162.4295,13.007
1,1.6535436103999792,-0.26265797420932446,-1.0211885023249165,0.0,0,0.0,combined_flood_data,1131.5305,5.815
2,1.6535436103999792,0.27973649848007054,-0.934402078625855,0.0,0,0.0,combined_flood_data,1094.8095,6.483
3,1.6535436103999792,0.6574037906383678,-0.7287524457967482,0.0,0,0.0,combined_flood_data,1028.9595,18.257
4,1.6535436103999792,1.042149397357992,-0.7033895294093784,0.0,0,0.0,combined_flood_data,1011.3775,7.974
5,1.6535436103999792,1.4651128260302781,-0.7564329143847658,0.0,0,0.0,combined_flood_data,973.6645,10.581
6,1.6535436103999792,1.5709569541815194,-0.8378243656073883,0.0,0,0.0,combined_flood_data,938.8295,9.037
7,1.6535436103999792,1.26518474649603,-0.5247310728565745,0.0,0,0.0,combined_flood_data,1013.322,35.57
8,1.6535436103999792,1.3388261538982045,-0.8297047608152209,0.0,0,0.0,combined_flood_data,1057.6375,5.941
9,1.6535436103999792,1.2903310226759441,-0.7812910691970434,0.0,0,0.0,combined_flood_data,1075.5625,9.248
10,1.6535436103999792,0.805758252378296,-0.8650380710716864,0.0,0,0.0,combined_flood_data,1077.601,3.39
11,1.6535436103999792,0.3074396279497754,-1.0563861276223812,0.0,0,0.0,combined_flood_data,1020.498,0.039
12,1.6535436103999792,-0.2580615758791836,-0.783462084064826,0.0,0,0.0,combined_flood_data,1015.0685,6.511
3,-1.6789827428676762,-0.23837070827637868,0.027412960908436576,0.0,0,0.0,combined_flood_data,4005.3395,33.516
4,-1.6789827428676762,0.7054161981292467,-0.44764366806099143,0.0,0,0.0,combined_flood_data,3388.615,25.167
5,-1.6789827428676762,1.0009147122851778,-0.547852408707964,0.0,0,0.0,combined_flood_data,2488.469,34.509
6,-1.6789827428676762,0.6815253150784782,-0.09935818124726102,0.0,0,0.0,combined_flood_data,2671.7165,95.509
7,-1.6789827428676762,0.3800708434014004,0.39279521188927324,0.0,0,0.0,combined_flood_data,4731.422,230.653
8,-1.6789827428676762,0.14185980663669184,-0.05319463596899322,0.0,0,0.0,combined_flood_data,5539.1155,289.216
9,-1.6789827428676762,0.07181167177622527,-0.6453419482737566,0.0,0,0.0,combined_flood_data,4562.218,121.962
10,-1.6789827428676762,0.3704488813066891,-0.9938336857146856,0.0,0,0.0,combined_flood_data,3522.5125,14.416
11,-1.6789827428676762,-0.2520173550970806,-0.8354688099077519,0.0,0,0.0,combined_flood_data,3332.543,10.556
12,-1.6789827428676762,-0.6930357403747891,-0.6538523394773603,0.0,0,0.0,combined_flood_data,3100.76,36.647
1,-1.5202910117596926,-0.755511201706799,-0.9293544628749314,0.0,0,0.0,combined_flood_data,2946.286,14.202
2,-1.5202910117596926,-0.24295504390574965,-0.812538213360358,0.0,0,0.0,combined_flood_data,2618.9315,19.161
3,-1.5202910117596926,0.21805416031410893,-0.8451732600457782,0.0,0,0.0,combined_flood_data,2608.6455,54.099
4,-1.5202910117596926,0.5746669320909162,-0.11029467867585163,0.0,0,0.0,combined_flood_data,2537.504,46.56
5,-1.5202910117596926,0.9610022324157996,-1.0850164212090974,0.0,0,0.0,combined_flood_data,2177.557,29.978
6,-1.5202910117596926,0.48273439956338204,-0.4848277673943851,0.0,0,0.0,combined_flood_data,3474.579,95.837
7,-1.5202910117596926,0.21329742638855445,0.04292076592284649,0.0,1,0.0,combined_flood_data,5309.3955,380.531
8,-1.5202910117596926,0.16208476068782224,-0.36190475586825616,0.0,0,0.0,combined_flood_data,5070.009,192.3
9,-1.5202910117596926,0.23433759874522989,-1.0720337364502448,0.0,0,0.0,combined_flood_data,4049.3205,119.179
10,-1.5202910117596926,0.1876138156559373,-1.0096278369230296,0.0,0,0.0,combined_flood_data,3390.592,17.795
11,-1.5202910117596926,-0.24555683376705717,-0.9362528727503988,0.0,0,0.0,combined_flood_data,3363.5025,11.928
12,-1.5202910117596926,-0.7883132315643422,-0.4555298862436833,0.0,0,0.0,combined_flood_data,3274.69,21.261
1,-1.361599280651709,-0.9098663756896304,-0.716377645402779,0.0,0,0.0,combined_flood_data,3073.1185,23.669
2,-1.361599280651709,-0.6609845705394229,0.025726547438437223,0.0,0,0.0,combined_flood_data,2966.873,44.493
3,-1.361599280651709,-0.1571017968877017,-0.24880418249833156,0.0,0,0.0,combined_flood_data,3496.019,36.637
4,-1.361599280651709,0.45281845372084806,-0.20702324473865066,0.0,0,0.0,combined_flood_data,2899.698,33.007
5,-1.361599280651709,1.1987909187823351,-0.7883468738268562,0.0,0,0.0,combined_flood_data,2198.2295,17.289
6,-1.361599280651709,0.8268975360032766,-0.8125862868527701,0.0,0,0.0,combined_flood_data,2651.562,89.577
7,-1.361599280651709,0.6075544565271338,-0.9430318711800469,0.0,0,0.0,combined_flood_data,3211.973,103.342
8,-1.361599280651709,-0.0020472822580893347,0.6051207254058524,0.0,0,0.0,combined_flood_data,5037.088,365.353
9,-1.361599280651709,0.05904282713162352,-0.5489324874311151,0.0,0,0.0,combined_flood_data,5265.289,135.908
10,-1.361599280651709,0.10710066557345417,-1.0828996783058689,0.0,0,0.0,combined_flood_data,3889.234,38.646
11,-1.361599280651709,-0.33286308713607976,-0.9788210972339828,0.0,0,0.0,combined_flood_data,3608.1115,14.217
12,-1.361599280651709,-0.8683007161806922,-0.2619294018307591,0.0,0,0.0,combined_flood_data,3437.2675,29.041
1,-1.2029075495437254,-0.9701553739067222,-0.3332473262992631,0.0,0,0.0,combined_flood_data,3329.4355,54.759
2,-1.2029075495437254,-0.8251301262608168,0.2130291469170128,0.0,0,0.0,combined_flood_data,3542.4205,165.336
3,-1.2029075495437254,-0.4479029742880711,-0.19468213213220317,0.0,0,0.0,combined_flood_data,3928.16,75.387
4,-1.2029075495437254,0.2827810106360806,-0.48028491321855377,0.0,0,0.0,combined_flood_data,3819.89,63.735
5,-1.2029075495437254,0.69763370146648,-0.5737417914181554,0.0,0,0.0,combined_flood_data,2983.196,25.689
6,-1.2029075495437254,0.8732784086994476,-0.7045673097830042,0.0,0,0.0,combined_flood_data,3039.9735,74.186
7,-1.2029075495437254,0.16650847653232723,-0.1819816797604474,0.0,0,0.0,combined_flood_data,5388.4285,402.593
8,-1.2029075495437254,0.146751582509175,-0.23148087628870817,0.0,0,0.0,combined_flood_data,5621.505,155.988
9,-1.2029075495437254,0.038585384853324925,-0.31388185066151525,0.0,0,0.0,combined_flood_data,4758.9975,173.831
10,-1.2029075495437254,0.1469318837912643,-1.4279286402941176,0.0,0,0.0,combined_flood_data,3919.898,13.509
11,-1.2029075495437254,-0.5000992645553165,-0.6510625828232137,0.0,0,0.0,combined_flood_data,3800.877,20.875
12,-1.2029075495437254,-0.9726764090915508,0.01139492270346036,0.0,0,0.0,combined_flood_data,3875.972,26.159
1,-1.0442158184357417,-1.0409348250571127,0.3061716141791051,0.0,0,0.0,combined_flood_data,4259.254,174.814
2,-1.0442158184357417,-0.6591660918293885,-0.7521657458384028,0.0,0,0.0,combined_flood_data,4388.2815,62.273
3,-1.0442158184357417,-0.016037092172228963,-0.9230042341652458,0.0,0,0.0,combined_flood_data,4428.1985,13.275
4,-1.0442158184357417,0.23761246888835827,0.1981146437055822,0.0,0,0.0,combined_flood_data,3540.907,87.684
5,-1.0442158184357417,0.8985927959296802,-1.010279140878603,0.0,0,0.0,combined_flood_data,3057.9595,20.22
6,-1.0442158184357417,0.6095463986533768,-0.7171863491603133,0.0,0,0.0,combined_flood_data,3651.5415,69.091
7,-1.0442158184357417,0.3504634375600529,-0.8583621903842138,0.0,0,0.0,combined_flood_data,4540.515,177.459
8,-1.0442158184357417,0.12114634429989887,-0.2532996042289515,0.0,0,0.0,combined_flood_data,5504.051,284.532
9,-1.0442158184357417,0.29620063023302357,-0.9874020440105532,0.0,0,0.0,combined_flood_data,4147.151,84.601
10,-1.0442158184357417,-0.10058796190854602,-0.3615791038904695,0.0,0,0.0,combined_flood_data,3934.102,62.202
11,-1.0442158184357417,-0.3213774247831363,-0.7669894878710161,0.0,0,0.0,combined_flood_data,3657.978,24.509
12,-1.0442158184357417,-1.0389794512644965,0.04646364198987808,0.0,0,0.0,combined_flood_data,4125.594,29.618
1,-0.8855240873277582,-1.1606341730446665,-0.06995717225915198,0.0,0,0.0,combined_flood_data,4215.389,123.009
2,-0.8855240873277582,-0.9616945729144735,0.6649710271736062,0.0,0,0.0,combined_flood_data,4295.265,126.974
3,-0.8855240873277582,-0.3952602491569893,0.1601164093801064,0.0,0,0.0,combined_flood_data,4721.896,121.33
4,-0.8855240873277582,0.13809367841910028,-0.1849993917895214,0.0,0,0.0,combined_flood_data,4233.799,23.137
5,-0.8855240873277582,0.6608599775882211,-0.38925957752610285,0.0,0,0.0,combined_flood_data,3398.6145,58.683
6,-0.8855240873277582,1.076881914356749,-1.0013671159373139,0.0,0,0.0,combined_flood_data,3206.0205,49.169
7,-0.8855240873277582,0.3101751198952751,0.14888139090839034,0.0,0,0.0,combined_flood_data,5007.537,296.555
8,-0.8855240873277582,0.11311153542440015,-0.715075032444017,0.0,0,0.0,combined_flood_data,5580.5315,213.772
9,-0.8855240873277582,0.33515531607414223,-0.8534719744352515,0.0,0,0.0,combined_flood_data,4696.5725,150.829
10,-0.8855240873277582,0.09966262699484302,-1.1980178795961367,0.0,0,0.0,combined_flood_data,3844.815,37.361
11,-0.8855240873277582,-0.28166962429770387,-1.0267734468677574,0.0,0,0.0,combined_flood_data,3487.4515,19.877
12,-0.8855240873277582,-0.8095861747631813,-0.8477784809156869,0.0,0,0.0,combined_flood_data,3280.4095,32.124
1,-0.7268323562197746,-1.0543583390729494,0.08130846923204786,0.0,0,0.0,combined_flood_data,3301.4515,120.059
2,-0.7268323562197746,-0.3977241473045612,-0.03178021700278328,0.0,0,0.0,combined_flood_data,3765.532,52.591
3,-0.7268323562197746,-0.43256217810019887,0.1426939932352136,0.0,0,0.0,combined_flood_data,4155.9445,40.948
4,-0.7268323562197746,0.4431578040736574,-0.5852753208377652,0.0,0,0.0,combined_flood_data,3226.209,51.148
5,-0.7268323562197746,0.9532950121070776,-0.8964635474994812,0.0,0,0.0,combined_flood_data,2653.712,35.204
6,-0.7268323562197746,0.847171291130138,-0.8176339026036937,0.0,0,0.0,combined_flood_data,3002.5895,88.318
7,-0.7268323562197746,0.30207174578784,0.13992594637641184,0.0,0,0.0,combined_flood_data,4897.03,427.543
8,-0.7268323562197746,0.20087480479418043,0.2374589055328938,0.0,0,0.0,combined_flood_data,5422.9,387.567
9,-0.7268323562197746,0.23294682830985716,-0.7881894740248953,0.0,0,0.0,combined_flood_data,4317.612,86.567
10,-0.7268323562197746,0.1585803245093458,-1.02574764010916,0.0,0,0.0,combined_flood_data,4212.298,34.158
11,-0.7268323562197746,-0.4807938003601969,-0.26172315120356054,0.0,0,0.0,combined_flood_data,3984.4195,30.775
12,-0.7268323562197746,-0.9290595118388406,-0.14094944979748528,0.0,0,0.0,combined_flood_data,4190.3235,80.935
1,-0.5681406251117911,-0.9277872491923155,-0.9612684223170218,0.0,0,0.0,combined_flood_data,4027.407,12.778
2,-0.5681406251117911,-0.7945631724463352,0.45675687744800647,0.0,0,0.0,combined_flood_data,4313.171,217.834
3,-0.5681406251117911,-0.46760653909773603,0.14057725033198504,0.0,0,0.0,combined_flood_data,4553.71,149.413
4,-0.5681406251117911,0.4385761347868768,-1.0644623128238593,0.0,0,0.0,combined_flood_data,4157.577,23.606
5,-0.5681406251117911,0.7348619859801172,-0.9049305140647795,0.0,0,0.0,combined_flood_data,3260.002,54.07
6,-0.5681406251117911,0.8667627821686674,-0.49071665411966786,0.0,0,0.0,combined_flood_data,3843.6365,130.073
7,-0.5681406251117911,0.2215001888686915,-0.4709983854742407,0.0,0,0.0,combined_flood_data,5236.7925,333.18
8,-0.5681406251117911,0.18154453896832562,-0.24939177544789662,0.0,0,0.0,combined_flood_data,5340.094,248.977
9,-0.5681406251117911,0.10435044537182304,-0.6275070409696981,0.0,0,0.0,combined_flood_data,4718.221,130.169
10,-0.5681406251117911,0.19451349156155529,-1.3852681453946067,0.0,0,0.0,combined_flood_data,3857.769,9.912
11,-0.5681406251117911,-0.3186824798235964,-0.7232434880614216,0.0,0,0.0,combined_flood_data,3491.9675,17.753
12,-0.5681406251117911,-0.890724028367861,-0.44038703899091236,0.0,0,0.0,combined_flood_data,3448.5905,23.561
1,-0.40944889400380746,-1.1963971972100578,-0.04048561274569243,0.0,0,0.0,combined_flood_data,3398.3615,154.398
2,-0.40944889400380746,-0.8415261934590959,-0.3748129529614726,0.0,0,0.0,combined_flood_data,3330.4345,36.38
3,-0.40944889400380746,-0.10601221985787568,-0.7053054529199564,0.0,0,0.0,combined_flood_data,4135.409,22.768
4,-0.40944889400380746,0.018141063310765815,-0.13065339890298744,0.0,0,0.0,combined_flood_data,4185.6695,129.688
5,-0.40944889400380746,0.7734666511812075,-0.8108169057226727,0.0,0,0.0,combined_flood_data,3153.6175,39.036
6,-0.40944889400380746,0.25880465741071856,0.08151471985924628,0.0,0,0.0,combined_flood_data,4357.054,204.314
7,-0.40944889400380746,0.13364803905088984,-0.034623862002686676,0.0,0,0.0,combined_flood_data,5486.4595,271.225
8,-0.40944889400380746,0.17311865549174954,-0.0486269273332044,0.0,0,0.0,combined_flood_data,5185.173,222.584
9,-0.40944889400380746,0.21612900585807562,-0.5884721475117608,0.0,0,0.0,combined_flood_data,4234.969,125.365
10,-0.40944889400380746,0.11872879107545097,-0.9985556444402067,0.0,0,0.0,combined_flood_data,3782.055,35.499
11,-0.40944889400380746,-0.3657928510993164,-0.9246433565232747,0.0,0,0.0,combined_flood_data,3727.123,28.198
12,-0.40944889400380746,-0.8050069395866127,-0.11895105197458784,0.0,0,0.0,combined_flood_data,3897.6855,60.722
1,-0.2507571628958239,-1.0305103977569328,0.027087308930649985,0.0,0,0.0,combined_flood_data,4296.5285,90.517
2,-0.2507571628958239,-0.7146566778877558,-0.08586181577628377,0.0,0,0.0,combined_flood_data,4356.828,79.184
3,-0.2507571628958239,-0.30553652758418604,0.3726047488855787,0.0,0,0.0,combined_flood_data,4309.806,69.186
4,-0.2507571628958239,-0.04181687544953513,-0.06604391729116495,0.0,0,0.0,combined_flood_data,4192.1395,87.234
5,-0.2507571628958239,0.7541770157875224,-0.9076985609235815,0.0,0,0.0,combined_flood_data,3311.8625,34.237
6,-0.2507571628958239,1.072163791622519,-0.8602021270872777,0.0,0,0.0,combined_flood_data,2868.512,43.305
7,-0.2507571628958239,0.7650610837079446,-0.44380639485290313,0.0,0,0.0,combined_flood_data,3472.7085,130.617
8,-0.2507571628958239,0.18600888524500034,-0.39854067908348373,0.0,0,0.0,combined_flood_data,5471.6255,204.726
9,-0.2507571628958239,0.3288364958560813,-1.1142654515345618,0.0,0,0.0,combined_flood_data,4342.3235,53.138
10,-0.2507571628958239,0.27258623360468764,-1.101136224395228,0.0,0,0.0,combined_flood_data,3333.207,22.104
11,-0.2507571628958239,-0.396620715235112,-0.6414721128964588,0.0,0,0.0,combined_flood_data,3052.9445,10.524
12,-0.2507571628958239,-0.8159754220083445,-0.08770524542944712,0.0,0,0.0,combined_flood_data,2817.211,17.715
1,-0.09206543178784028,-0.8426269119522509,-0.37607064718766725,0.0,0,0.0,combined_flood_data,2523.0715,29.068
2,-0.09206543178784028,-0.9289008868907396,0.36373652715377625,0.0,0,0.0,combined_flood_data,2830.5465,160.62
3,-0.09206543178784028,-0.10787871320247013,-0.6929306525259872,0.0,0,0.0,combined_flood_data,4002.4495,58.382
4,-0.09206543178784028,0.46076810337697033,-0.5854435780612066,0.0,0,0.0,combined_flood_data,3622.834,43.138
5,-0.09206543178784028,1.0004144412327651,-0.6120059745223156,0.0,0,0.0,combined_flood_data,2850.704,48.864
6,-0.09206543178784028,1.0468963846087287,-0.525545202801041,0.0,0,0.0,combined_flood_data,2725.2575,100.321
7,-0.09206543178784028,0.5293471244061744,-0.2853763896599353,0.0,1,0.0,combined_flood_data,3896.3005,363.148
8,-0.09206543178784028,0.23678257743266956,0.30014703744720594,0.0,0,0.0,combined_flood_data,5583.5885,369.228
9,-0.09206543178784028,0.126760214081602,-0.5162912422735528,0.0,0,0.0,combined_flood_data,4888.723,97.355
10,-0.09206543178784028,0.10513767377161339,-1.064825958205403,0.0,0,0.0,combined_flood_data,4008.802,34.35
11,-0.09206543178784028,-0.2444914515950834,-1.1221733845602142,0.0,0,0.0,combined_flood_data,3777.5215,7.195
12,-0.09206543178784028,-0.8265522165780754,-0.722727869064849,0.0,0,0.0,combined_flood_data,3483.3645,16.782
1,0.0666262993201433,-1.0508716792989685,-0.3029616317937213,0.0,0,0.0,combined_flood_data,3641.8,24.561
2,0.0666262993201433,-1.0525913380152057,1.0368721426587513,0.0,0,0.0,combined_flood_data,4111.5485,138.371
3,0.0666262993201433,-0.25956238903642104,-0.49933016811306297,0.0,0,0.0,combined_flood_data,4234.2685,51.702
4,0.0666262993201433,0.16519532839163056,-0.15235814663195904,0.0,0,0.0,combined_flood_data,4194.06,71.259
5,0.0666262993201433,0.9336269993191755,-0.9251209770684741,0.0,0,0.0,combined_flood_data,3085.729,30.735
6,0.0666262993201433,0.7419687116143927,-0.8517894324865329,0.0,0,0.0,combined_flood_data,3221.908,65.089
7,0.0666262993201433,0.24072633822807527,0.23876151849165592,0.0,0,0.0,combined_flood_data,4958.657,282.607
8,0.0666262993201433,0.20193375452289952,0.006734019938062112,0.0,0,0.0,combined_flood_data,5716.9955,299.908
9,0.0666262993201433,0.27266250107928774,-0.48213570734309763,0.0,0,0.0,combined_flood_data,4640.383,125.763
10,0.0666262993201433,0.1221291100002279,-1.0602668204211592,0.0,0,0.0,combined_flood_data,3974.094,41.176
11,0.0666262993201433,-0.22608342698849665,-0.7824688445230537,0.0,0,0.0,combined_flood_data,3743.1295,19.828
12,0.0666262993201433,-0.7003010964677644,-1.0480548460160832,0.0,0,0.0,combined_flood_data,3473.598,4.286
1,0.2253180304281269,-1.0839936789268352,-0.43859595311308613,0.0,0,0.0,combined_flood_data,3412.064,44.636
2,0.2253180304281269,-0.9896662913313042,0.046227822429610675,0.0,0,0.0,combined_flood_data,3468.2165,66.354
3,0.2253180304281269,-0.3430441514359768,-0.16862992343311847,0.0,0,0.0,combined_flood_data,3641.318,43.709
4,0.2253180304281269,0.31703069369148024,-0.4452881123613551,0.0,0,0.0,combined_flood_data,3555.7855,70.233
5,0.2253180304281269,0.9728411312367843,-0.7531763895592841,0.0,0,0.0,combined_flood_data,2708.5945,36.589
6,0.2253180304281269,1.4327511363142997,-0.9086592382961445,0.0,0,0.0,combined_flood_data,2306.5645,21.559
7,0.2253180304281269,0.6529572199789603,-0.8536402266110769,0.0,0,0.0,combined_flood_data,3671.214,153.501
8,0.2253180304281269,0.33067353111395564,0.21059256688934266,0.0,0,0.0,combined_flood_data,5311.761,233.96
9,0.2253180304281269,0.1684465816827653,-0.1427676767052042,0.0,0,0.0,combined_flood_data,4766.804,177.39
10,0.2253180304281269,0.15584534032616407,-0.9247953250906877,0.0,0,0.0,combined_flood_data,3689.679,27.924
11,0.2253180304281269,-0.25627363612046233,-1.012135361190079,0.0,0,0.0,combined_flood_data,3323.454,10.427
12,0.2253180304281269,-0.8389117024547862,-0.3496927814631803,0.0,0,0.0,combined_flood_data,3287.8365,47.89
1,0.3840097615361105,-1.0819291094701124,-0.44038703899091236,0.0,0,0.0,combined_flood_data,3349.6235,22.536
2,0.3840097615361105,-0.8251835452183416,0.5577091924664791,0.0,0,0.0,combined_flood_data,4010.5355,143.801
3,0.3840097615361105,-0.3569577788961835,-0.3049155487080566,0.0,0,0.0,combined_flood_data,4689.8815,65.259
4,0.3840097615361105,0.13388725493196246,-0.3675548297971312,0.0,0,0.0,combined_flood_data,4227.0905,78.072
5,0.3840097615361105,0.8616565479610564,-0.6307310036259708,0.0,0,0.0,combined_flood_data,3292.418,27.351
6,0.3840097615361105,0.8727221011550813,-0.6453419482737566,0.0,0,0.0,combined_flood_data,3593.9945,110.684
7,0.3840097615361105,0.22090341935903268,0.019597298298711197,0.0,1,0.0,combined_flood_data,5182.419,264.103
8,0.3840097615361105,0.12668487711097054,0.44864463712721975,0.0,0,0.0,combined_flood_data,5708.976,583.073
9,0.3840097615361105,0.1646442685117771,-0.47725634376799964,0.0,0,0.0,combined_flood_data,4851.2505,150.332
10,0.3840097615361105,0.043695766967374136,-0.8894620148342223,0.0,0,0.0,combined_flood_data,4436.764,28.734
11,0.3840097615361105,-0.359266727665053,-0.86070688866237,0.0,0,0.0,combined_flood_data,3950.647,41.411
12,0.3840097615361105,-0.8247542884654173,-0.7062824139009317,0.0,0,0.0,combined_flood_data,3912.6065,5.855
1,0.5427014926440941,-0.972321521805555,-0.467090556693186,0.0,0,0.0,combined_flood_data,3782.979,75.498
2,0.5427014926440941,-0.7779807682858259,-0.04097409071237242,0.0,0,0.0,combined_flood_data,3879.089,62.864
3,0.5427014926440941,-0.5420758061190993,0.5942113639595386,0.0,0,0.0,combined_flood_data,4412.011,130.78
4,0.5427014926440941,0.15248158973501402,-0.4075992464052535,0.0,0,0.0,combined_flood_data,4362.872,106.224
5,0.5427014926440941,0.41683187086002715,-0.5571335102653447,0.0,0,0.0,combined_flood_data,3757.855,70.75
6,0.5427014926440941,0.8209067278808707,-0.8893100462668092,0.0,0,0.0,combined_flood_data,3253.3465,36.643
7,0.5427014926440941,0.5373032104416939,0.2579750205143749,0.0,0,0.0,combined_flood_data,4152.956,326.318
8,0.5427014926440941,0.1507080405114407,-0.3881197956038498,0.0,0,0.0,combined_flood_data,5629.2845,367.572
9,0.5427014926440941,0.08271740894558026,-0.6229641867938671,0.0,0,0.0,combined_flood_data,5212.883,269.775
10,0.5427014926440941,-0.053270456670730056,-0.6405005831500314,0.0,0,0.0,combined_flood_data,4474.401,79.012
11,0.5427014926440941,-0.3413756507573001,-0.9216147870727203,0.0,0,0.0,combined_flood_data,3983.404,13.79
12,0.5427014926440941,-0.8514057784093241,-0.602887704001444,0.0,0,0.0,combined_flood_data,3593.6415,8.747
1,0.7013932237520777,-0.9350678420909688,-0.7523622596148177,0.0,0,0.0,combined_flood_data,3624.831,52.023
2,0.7013932237520777,-0.8440011159531785,0.3338113787937072,0.0,0,0.0,combined_flood_data,3933.77,118.365
3,0.7013932237520777,-0.5263058437095691,0.41086893198973923,0.0,1,0.0,combined_flood_data,4367.395,152.84
4,0.7013932237520777,-0.03093475513217379,-0.22151048241961288,0.0,0,0.0,combined_flood_data,4603.029,148.446
5,0.7013932237520777,0.5222722264161024,-0.7349398434699249,0.0,0,0.0,combined_flood_data,3895.342,67.153
6,0.7013932237520777,0.7485893024566307,-0.7957608976512807,0.0,0,0.0,combined_flood_data,3754.62,33.448
7,0.7013932237520777,0.38812850709180163,0.6015385486025842,0.0,0,0.0,combined_flood_data,5386.082,339.064
8,0.7013932237520777,0.06695963598059214,-0.1696068793664783,0.0,0,0.0,combined_flood_data,5502.0975,291.092
9,0.7013932237520777,0.2985334509158884,-1.053357558171827,0.0,0,0.0,combined_flood_data,4642.6635,104.032
10,0.7013932237520777,-0.020247495098927797,-1.0177691515105416,0.0,0,0.0,combined_flood_data,4368.774,131.335
11,0.7013932237520777,-0.5124010206117855,-0.21040572776758085,0.0,0,0.0,combined_flood_data,4182.7215,21.566
12,0.7013932237520777,-0.9414012213110556,-0.774018156518552,0.0,0,0.0,combined_flood_data,4072.3635,36.107
1,0.8600849548600612,-1.0830312292298192,-0.14143792776416514,0.0,0,0.0,combined_flood_data,4168.0885,77.19
2,0.8600849548600612,-0.8192692108243766,-0.6671441099391052,0.0,0,0.0,combined_flood_data,4411.0205,37.995
3,0.8600849548600612,-0.4639218024243988,0.40761240716425756,0.0,0,0.0,combined_flood_data,4883.6905,101.687
4,0.8600849548600612,0.2556006378235712,-0.15370417413379484,0.0,0,0.0,combined_flood_data,4343.231,66.778
5,0.8600849548600612,0.8220259462414207,-0.9080242179489838,0.0,0,0.0,combined_flood_data,3374.009,74.899
6,0.8600849548600612,0.7292471006737783,-1.0166782153659102,0.0,0,0.0,combined_flood_data,3574.475,123.852
7,0.8600849548600612,0.3021758630415395,-0.09112459624382212,0.0,0,0.0,combined_flood_data,5316.932,337.94
8,0.8600849548600612,0.31115534599678657,-0.3783502160797892,0.0,0,0.0,combined_flood_data,5708.992,159.898
9,0.8600849548600612,0.2936237695334522,-0.952910004728447,0.0,0,0.0,combined_flood_data,4594.693,87.34
10,0.8600849548600612,0.1651143202276068,-1.1835263413465549,0.0,0,0.0,combined_flood_data,3657.7815,32.134
11,0.8600849548600612,-0.283509114920957,-0.42206907990710646,0.0,0,0.0,combined_flood_data,3208.088,16.427
12,0.8600849548600612,-0.63455228827958,-0.9819473632873964,0.0,0,0.0,combined_flood_data,3004.044,8.956
1,1.0187766859680447,-1.196841600237394,0.4919564359823039,0.0,0,0.0,combined_flood_data,3264.535,128.713
2,1.0187766859680447,-0.7202235076236579,-0.15869170306681946,0.0,0,0.0,combined_flood_data,3830.961,76.235
3,1.0187766859680447,-0.24461266744962648,-0.4539016263547504,0.0,0,0.0,combined_flood_data,4318.7095,47.775
4,1.0187766859680447,0.3531014989698807,-0.6083261011161885,0.0,0,0.0,combined_flood_data,4132.596,126.23
5,1.0187766859680447,0.8646657914975275,-0.5017725629940781,0.0,0,0.0,combined_flood_data,3162.2115,200.271
6,1.0187766859680447,0.653591827621655,-0.47523729746763016,0.0,0,0.0,combined_flood_data,3695.5815,103.337
7,1.0187766859680447,0.36456244392552767,0.038810805369045964,0.0,0,0.0,combined_flood_data,5246.004,220.777
8,1.0187766859680447,0.14083721190270382,-0.5379200031950101,0.0,0,0.0,combined_flood_data,5575.9665,272.288
9,1.0187766859680447,0.24546638448601102,-1.169620972618896,0.0,0,0.0,combined_flood_data,4523.2015,81.44
10,1.0187766859680447,0.23934487913021546,-1.2540301358705923,0.0,0,0.0,combined_flood_data,3582.781,14.646
11,1.0187766859680447,-0.44593532681747383,-0.9700718982815871,0.0,0,0.0,combined_flood_data,3274.0765,28.084
12,1.0187766859680447,-0.9079262387026922,-0.5949092103552096,0.0,0,0.0,combined_flood_data,3453.837,41.89
1,1.1774684170760283,-0.8512635695350439,-0.7622946651277717,0.0,0,0.0,combined_flood_data,3628.6705,0.094
2,1.1774684170760283,-0.7325014586805456,-0.2675759828095345,0.0,0,0.0,combined_flood_data,3955.065,80.393
3,1.1774684170760283,-0.17433094775283067,-0.3820952188719507,0.0,0,0.0,combined_flood_data,4456.8475,48.627
4,1.1774684170760283,0.15546256153796348,-0.47776110534309196,0.0,0,0.0,combined_flood_data,3900.2805,109.555
5,1.1774684170760283,0.6008782519345923,-0.009060131270281836,0.0,0,0.0,combined_flood_data,3592.4965,107.865
6,1.1774684170760283,0.8601789281269334,-0.2736691768299518,0.0,0,0.0,combined_flood_data,3333.62,53.68
7,1.1774684170760283,0.2501654602291081,0.052976691640841345,0.0,0,0.0,combined_flood_data,4661.579,331.559
