Month,Year,Temp,Ice,Veg,Flood,Rain_mm,Province,,
3,2010,25.68809677,-0.26616129,4002.4495,0,58.382,Federal,,
4,2010,32.9115,-0.244866667,3622.834,0,43.138,Federal,,
5,2010,39.76651613,-0.250129032,2850.704,0,48.864,Federal,,
6,2010,40.35696667,-0.233,2725.2575,0,100.321,Federal,,
7,2010,33.78264516,-0.185419355,3896.3005,1,363.148,Federal,,
8,2010,30.06625806,-0.069419355,5583.5885,0,369.228,Federal,,
9,2010,28.66866667,-0.231166667,4888.723,0,97.355,Federal,,
10,2010,28.394,-0.33983871,4008.802,0,34.35,Federal,,
11,2010,23.95273333,-0.3512,3777.5215,0,7.195,Federal,,
12,2010,16.55893548,-0.272064516,3483.3645,0,16.782,Federal,,
1,2011,13.70945161,-0.188903226,3641.8,0,24.561,Federal,,
2,2011,13.68760714,0.076535714,4111.5485,0,138.371,Federal,,
3,2011,23.76129032,-0.227806452,4234.2685,0,51.702,Federal,,
4,2011,29.1569,-0.159066667,4194.06,0,71.259,Federal,,
5,2011,38.91812903,-0.31216129,3085.729,0,30.735,Federal,,
6,2011,36.48353333,-0.297633333,3221.908,0,65.089,Federal,,
7,2011,30.11635484,-0.081580645,4958.657,0,282.607,Federal,,
8,2011,29.62358065,-0.127548387,5716.9955,0,299.908,Federal,,
9,2011,30.52203333,-0.2244,4640.383,0,125.763,Federal,,
10,2011,28.60983871,-0.338935484,3974.094,0,41.176,Federal,,
11,2011,24.18656667,-0.2839,3743.1295,0,19.828,Federal,,
12,2011,18.16267742,-0.336516129,3473.598,0,4.286,Federal,,
1,2012,13.28870968,-0.215774194,3412.064,0,44.636,Federal,,
2,2012,14.48693103,-0.119724138,3468.2165,0,66.354,Federal,,
3,2012,22.70083871,-0.162290323,3641.318,0,43.709,Federal,,
4,2012,31.08563333,-0.2171,3555.7855,0,70.233,Federal,,
5,2012,39.41625806,-0.278096774,2708.5945,0,36.589,Federal,,
6,2012,45.2584,-0.3089,2306.5645,0,21.559,Federal,,
7,2012,35.35283871,-0.298,3671.214,0,153.501,Federal,,
8,2012,31.25893548,-0.08716129,5311.761,0,233.96,Federal,,
9,2012,29.1982,-0.157166667,4766.804,0,177.39,Federal,,
10,2012,29.03812903,-0.312096774,3689.679,0,27.924,Federal,,
11,2012,23.80306667,-0.3294,3323.454,0,10.427,Federal,,
12,2012,16.40193548,-0.19816129,3287.8365,0,47.89,Federal,,
1,2013,13.31493548,-0.216129032,3349.6235,0,22.536,Federal,,
2,2013,16.57632143,-0.018392857,4010.5355,0,143.801,Federal,,
3,2013,22.52409677,-0.189290323,4689.8815,0,65.259,Federal,,
4,2013,28.7592,-0.2017,4227.0905,0,78.072,Federal,,
5,2013,38.00390323,-0.25383871,3292.418,0,27.351,Federal,,
6,2013,38.14446667,-0.256733333,3593.9945,0,110.684,Federal,,
7,2013,29.86454839,-0.125,5182.419,1,264.103,Federal,,
8,2013,28.66770968,-0.04,5708.976,0,583.073,Federal,,
9,2013,29.1499,-0.223433333,4851.2505,0,150.332,Federal,,
10,2013,27.61351613,-0.305096774,4436.764,0,28.734,Federal,,
11,2013,22.49476667,-0.2994,3950.647,0,41.411,Federal,,
12,2013,16.58177419,-0.268806452,3912.6065,0,5.855,Federal,,
1,2014,14.70725806,-0.221419355,3782.979,0,75.498,Federal,,
2,2014,17.17592857,-0.137,3879.089,0,62.864,Federal,,
3,2014,20.17258065,-0.01116129,4412.011,0,130.78,Federal,,
4,2014,28.9954,-0.209633333,4362.872,0,106.224,Federal,,
5,2014,32.3533871,-0.239258065,3757.855,0,70.75,Federal,,
6,2014,37.48626667,-0.305066667,3253.3465,0,36.643,Federal,,
7,2014,33.88370968,-0.077774194,4152.956,0,326.318,Federal,,
8,2014,28.97287097,-0.205774194,5629.2845,0,367.572,Federal,,
9,2014,28.1092,-0.2523,5212.883,0,269.775,Federal,,
10,2014,26.38177419,-0.255774194,4474.401,0,79.012,Federal,,
11,2014,22.72203333,-0.311466667,3983.404,0,13.79,Federal,,
12,2014,16.24322581,-0.248322581,3593.6415,0,8.747,Federal,,
1,2015,15.18048387,-0.277935484,3624.831,0,52.023,Federal,,
2,2015,16.33728571,-0.06275,3933.77,0,118.365,Federal,,
3,2015,20.37290323,-0.047483871,4367.395,1,152.84,Federal,,
4,2015,26.6655,-0.172766667,4603.029,0,148.446,Federal,,
5,2015,33.69277419,-0.274483871,3895.342,0,67.153,Federal,,
6,2015,36.56763333,-0.286533333,3754.62,0,33.448,Federal,,
7,2015,31.98877419,-0.009709677,5386.082,0,339.064,Federal,,
8,2015,27.90903226,-0.162483871,5502.0975,0,291.092,Federal,,
9,2015,30.85066667,-0.337566667,4642.6635,0,104.032,Federal,,
10,2015,26.80125806,-0.330516129,4368.774,0,131.335,Federal,,
11,2015,20.54953333,-0.170566667,4182.7215,0,21.566,Federal,,
12,2015,15.10003226,-0.282225806,4072.3635,0,36.107,Federal,,
1,2016,13.30093548,-0.156903226,4168.0885,0,77.19,Federal,,
2,2016,16.65145,-0.261052632,4411.0205,0,37.995,Federal,,
3,2016,21.16535484,-0.048129032,4883.6905,0,101.687,Federal,,
4,2016,30.3053,-0.159333333,4343.231,0,66.778,Federal,,
5,2016,37.50048387,-0.308774194,3374.009,0,74.899,Federal,,
6,2016,36.32193333,-0.3303,3574.475,0,123.852,Federal,,
7,2016,30.89693548,-0.146935484,5316.932,0,337.94,Federal,,
8,2016,31.011,-0.20383871,5708.992,0,159.898,Federal,,
9,2016,30.7883,-0.317666667,4594.693,0,87.34,Federal,,
10,2016,29.15587097,-0.363354839,3657.7815,0,32.134,Federal,,
11,2016,23.4571,-0.2125,3208.088,0,16.427,Federal,,
12,2016,18.99787097,-0.323419355,3004.044,0,8.956,Federal,,
1,2017,11.85522581,-0.031419355,3264.535,0,128.713,Federal,,
2,2017,17.90960714,-0.160321429,3830.961,0,76.235,Federal,,
3,2017,23.95119355,-0.218806452,4318.7095,0,47.775,Federal,,
4,2017,31.54383333,-0.2494,4132.596,0,126.23,Federal,,
5,2017,38.04212903,-0.228290323,3162.2115,0,200.271,Federal,,
6,2017,35.3609,-0.223033333,3695.5815,0,103.337,Federal,,
7,2017,31.68941935,-0.121193548,5246.004,0,220.777,Federal,,
8,2017,28.84748387,-0.235451613,5575.9665,0,272.288,Federal,,
9,2017,30.17656667,-0.3606,4523.2015,0,81.44,Federal,,
10,2017,30.09880645,-0.377322581,3582.781,0,14.646,Federal,,
11,2017,21.39383333,-0.321066667,3274.0765,0,28.084,Federal,,
12,2017,15.52525806,-0.246741935,3453.837,0,41.89,Federal,,
1,2018,16.24503226,-0.279903226,3628.6705,0,0.094,Federal,,
2,2018,17.75364286,-0.181892857,3955.065,0,80.393,Federal,,
3,2018,24.84396774,-0.204580645,4456.8475,0,48.627,Federal,,
4,2018,29.03326667,-0.223533333,3900.2805,0,109.555,Federal,,
5,2018,34.69129032,-0.130677419,3592.4965,0,107.865,Federal,,
6,2018,37.98513333,-0.1831,3333.62,0,53.68,Federal,,
7,2018,30.23625806,-0.118387097,4661.579,0,331.559,Federal,,
8,2018,28.67787097,-0.098387097,5306.28,1,264.451,Federal,,
9,2018,29.0319,-0.277133333,4598.7205,0,86.584,Federal,,
10,2018,26.81187097,-0.354483871,4088.597,0,65.532,Federal,,
11,2018,20.54516667,-0.255533333,3932.974,0,23.703,Federal,,
12,2018,14.91480645,-0.307935484,4040.1665,0,29.4,Federal,,
1,2019,12.13519355,-0.077967742,3948.2095,0,118.954,Federal,,
2,2019,13.81117857,-0.036535714,4333.4505,0,115.202,Federal,,
3,2019,21.41516129,-0.097774194,4401.7975,0,74.623,Federal,,
4,2019,28.6166,-0.210733333,4284.7715,0,88.357,Federal,,
5,2019,37.22851613,-0.341903226,3834.895,0,49.064,Federal,,
6,2019,39.79843333,-0.313666667,3362.411,0,50.596,Federal,,
7,2019,34.12832258,-0.143419355,4697.481,0,282.298,Federal,,
8,2019,31.62654839,-0.174419355,5648.8695,0,233.54,Federal,,
9,2019,29.23533333,-0.198833333,4956.3775,0,128.463,Federal,,
10,2019,26.5833871,-0.30216129,4529.759,0,77.503,Federal,,
11,2019,20.0676,-0.0765,4454.67,0,48.62,Federal,,
12,2019,13.25980645,-0.244806452,4539.7005,0,22.272,Federal,,
1,2020,12.55609677,-0.09083871,4543.5625,0,102.41,Federal,,
2,2020,18.58710345,-0.23537931,4380.099,0,45.231,Federal,,
3,2020,19.68651613,-0.021645161,4818.08,0,147.385,Federal,,
4,2020,25.62053333,-0.2077,4699.4135,0,142.169,Federal,,
5,2020,33.1423871,-0.264290323,4380.3665,0,115.099,Federal,,
6,2020,34.7814,-0.2839,4206.637,0,87.53,Federal,,
7,2020,32.94290323,-0.253806452,4847.1245,0,143.807,Federal,,
8,2020,28.7326129,-0.117451613,5963.6825,0,334.064,Federal,,
9,2020,31.4592,-0.301933333,4906.6975,0,221.995,Federal,,
10,2020,30.13593548,-0.393064516,3826.3355,0,8.368,Federal,,
11,2020,20.35613333,-0.227933333,3843.98,0,40.075,Federal,,
12,2020,15.27993548,-0.250709677,3911.1355,0,65.448,Federal,,
1,2021,14.82629032,-0.307193548,4036.6765,0,30.295,Federal,,
2,2021,19.59435714,-0.257785714,4027.2565,0,28.273,Federal,,
3,2021,20.74077419,-0.142064516,4441.347,0,151.386,Federal,,
4,2021,29.7809,-0.232933333,3909.1545,0,85.986,Federal,,
5,2021,36.37264516,-0.331290323,3367.116,0,46.443,Federal,,
6,2021,34.9427,-0.344866667,3530.8525,0,88.175,Federal,,
7,2021,32.2166129,-0.133709677,5147.885,1,401.859,Federal,,
8,2021,29.17141935,-0.233483871,5316.1375,0,185.44,Federal,,
9,2021,29.86363333,-0.306666667,4940.6435,0,308.27,Federal,,
10,2021,25.77593548,-0.349612903,4414.546,0,81.757,Federal,,
11,2021,21.94383333,-0.399466667,3995.8135,0,6.463,Federal,,
12,2021,15.44106452,-0.350129032,3826.1045,0,31.766,Federal,,
3,2000,2.981225806,0.42583871,368.545,0,34.596,Gilgit,,
4,2000,12.70896429,0.3811,626.6595,0,15.639,Gilgit,,
5,2000,19.24951613,0.189548387,1166.658,0,35.088,Gilgit,,
6,2000,21.01376667,0.111866667,1753.9175,0,33.933,Gilgit,,
7,2000,20.867,0.075193548,2098.979,0,42.868,Gilgit,,
8,2000,21.53647368,0.019421053,1964.6145,0,39.746,Gilgit,,
9,2000,19.56956667,0.0441,1580.416,0,41.091,Gilgit,,
10,2000,14.24712903,0.094806452,1178.388,0,8.442,Gilgit,,
11,2000,3.9896,0.2228,783.341,0,6.662,Gilgit,,
12,2000,-6.052580645,0.373677419,472.5315,0,14.427,Gilgit,,
1,2001,-4.522096774,0.366548387,433.517,0,12.849,Gilgit,,
2,2001,0.941285714,0.347464286,529.379,0,15.935,Gilgit,,
3,2001,4.758709677,0.38116129,525.949,0,29.906,Gilgit,,
4,2001,12.54946667,0.335066667,653.5595,0,29.309,Gilgit,,
5,2001,20.42183871,0.160419355,1205.9405,0,27.815,Gilgit,,
6,2001,22.103,0.064333333,1767.092,0,41.559,Gilgit,,
7,2001,21.31351724,0.026896552,2185.9425,0,58.49,Gilgit,,
8,2001,22.79887097,-0.038483871,1989.3905,0,44.593,Gilgit,,
9,2001,17.548,0.047266667,1423.323,0,41.208,Gilgit,,
10,2001,12.37706452,0.090548387,1161.115,0,10.64,Gilgit,,
11,2001,0.433433333,0.380633333,513.02,0,11.456,Gilgit,,
12,2001,-5.965935484,0.377967742,404.445,0,12.76,Gilgit,,
1,2002,-8.850516129,0.444322581,296.5955,0,15.161,Gilgit,,
2,2002,-3.884571429,0.433928571,326.877,0,29.658,Gilgit,,
3,2002,0.456478261,0.455347826,433.6055,0,35.367,Gilgit,,
4,2002,9.284413793,0.418586207,562.7375,0,44.559,Gilgit,,
5,2002,16.38270968,0.290774194,894.1825,0,20.887,Gilgit,,
6,2002,19.40513333,0.151433333,1638.863,0,54.615,Gilgit,,
7,2002,21.9773871,0.009806452,2064.4435,0,35.79,Gilgit,,
8,2002,21.23664516,0.002451613,2093.025,0,49.521,Gilgit,,
9,2002,17.55696667,0.0747,1771.547,0,48.384,Gilgit,,
10,2002,12.83948387,0.008870968,1413.44,0,14.238,Gilgit,,
11,2002,5.226133333,0.151833333,1109.1825,0,6.249,Gilgit,,
12,2002,-4.852290323,0.315483871,542.317,0,16.257,Gilgit,,
1,2003,-4.539806452,0.336516129,518.4135,0,20.986,Gilgit,,
2,2003,-1.513535714,0.414,310.529,0,61.703,Gilgit,,
3,2003,1.867612903,0.459645161,349.4985,0,67.769,Gilgit,,
4,2003,9.682433333,0.4403,479.553,0,60.345,Gilgit,,
5,2003,13.17558065,0.375903226,799.527,1,72.049,Gilgit,,
6,2003,18.8432,0.186766667,1504.589,0,37.752,Gilgit,,
7,2003,22.82922581,0.005806452,2215.079,0,68.713,Gilgit,,
8,2003,21.47922581,0.023322581,2231.0375,0,30.528,Gilgit,,
9,2003,16.95013333,0.064533333,1605.633,0,48.735,Gilgit,,
10,2003,10.90167742,0.166,1178.852,0,9.936,Gilgit,,
11,2003,1.418933333,0.287633333,903.852,0,10.331,Gilgit,,
12,2003,-7.144208333,0.335666667,480.0945,0,24.185,Gilgit,,
1,2004,-9.981290323,0.434290323,346.4615,0,44.91,Gilgit,,
2,2004,-4.796793103,0.460862069,395.2295,0,21.869,Gilgit,,
3,2004,7.36983871,0.388806452,560.3745,0,11.826,Gilgit,,
4,2004,10.73826667,0.3928,699.449,0,61.082,Gilgit,,
5,2004,15.37796774,0.291516129,1102.9955,0,26.519,Gilgit,,
6,2004,18.71213333,0.1576,1692.8945,0,37.11,Gilgit,,
7,2004,21.66735484,0.046774194,2221.272,0,46.517,Gilgit,,
8,2004,20.67787097,0.037258065,2139.3545,0,45.324,Gilgit,,
9,2004,19.4892,-0.031666667,1609.6585,0,28.464,Gilgit,,
10,2004,7.775387097,0.241,1066.5175,0,29.926,Gilgit,,
11,2004,2.0044,0.2357,859.814,0,11.619,Gilgit,,
12,2004,-5.274451613,0.334451613,470.8665,0,21.522,Gilgit,,
1,2005,-11.67083871,0.459709677,226.8295,0,36.071,Gilgit,,
2,2005,-8.530285714,0.449642857,142.051,0,71.915,Gilgit,,
3,2005,0.637709677,0.46216129,354.269,0,52.626,Gilgit,,
4,2005,7.965233333,0.448433333,552.4525,0,44.107,Gilgit,,
5,2005,14.34096774,0.338354839,857.6215,0,68.14,Gilgit,,
6,2005,18.70386667,0.225466667,1410.676,0,28.369,Gilgit,,
7,2005,20.20274194,0.090516129,2266.541,1,55.951,Gilgit,,
8,2005,21.60358065,-0.040612903,2277.765,0,38.876,Gilgit,,
9,2005,19.9604,-0.0404,1897.372,0,32.802,Gilgit,,
10,2005,12.34154839,0.109709677,1216.198,0,15.538,Gilgit,,
11,2005,1.967866667,0.2261,905.7425,0,11.989,Gilgit,,
12,2005,-5.512322581,0.311967742,578.9145,0,12.956,Gilgit,,
1,2006,-12.49416129,0.40983871,223.859,0,57.833,Gilgit,,
2,2006,0.401892857,0.416285714,360.7825,0,29.701,Gilgit,,
3,2006,1.515516129,0.462096774,478.482,0,29.343,Gilgit,,
4,2006,9.974033333,0.434,499.0335,0,29.609,Gilgit,,
5,2006,18.66158065,0.240419355,1066.9955,0,19.375,Gilgit,,
6,2006,19.69733333,0.1372,1757.4685,0,33.849,Gilgit,,
7,2006,23.622,-0.000322581,2173.919,1,68.879,Gilgit,,
8,2006,18.68506452,0.050967742,2173.979,0,66.108,Gilgit,,
9,2006,17.2438,0.021933333,1844.2365,0,48.655,Gilgit,,
10,2006,11.39177419,0.066322581,1331.411,0,14.046,Gilgit,,
11,2006,0.391833333,0.267933333,941.886,0,19.498,Gilgit,,
12,2006,-10.45903226,0.415193548,381.8995,0,34.717,Gilgit,,
1,2007,-8.113225806,0.388354839,477.397,0,10.068,Gilgit,,
2,2007,-3.463178571,0.389321429,534.2825,0,42.853,Gilgit,,
3,2007,0.025903226,0.445935484,451.0365,0,88.924,Gilgit,,
4,2007,12.74716667,0.343333333,796.449,0,24.199,Gilgit,,
5,2007,18.22464516,0.211935484,1347.6435,0,47.246,Gilgit,,
6,2007,21.2783,0.099766667,1966.16,0,56.79,Gilgit,,
7,2007,21.99577419,0.008032258,2343.409,0,55.702,Gilgit,,
8,2007,21.46590323,-0.005870968,2143.232,0,46.163,Gilgit,,
9,2007,18.1323,0.0377,1757.943,0,33.301,Gilgit,,
10,2007,12.42880645,0.017580645,1479.108,0,6.274,Gilgit,,
11,2007,5.7661,-0.024,1338.9915,0,5.604,Gilgit,,
12,2007,-4.548387097,0.29216129,703.672,0,17.769,Gilgit,,
1,2008,-8.547709677,0.390354839,309.6875,0,65.096,Gilgit,,
2,2008,-7.519413793,0.446724138,278.186,0,33.174,Gilgit,,
3,2008,5.113096774,0.386483871,504.915,0,15.494,Gilgit,,
4,2008,9.894266667,0.374833333,637.493,0,57.384,Gilgit,,
5,2008,16.46416129,0.263774194,1142.8725,1,37.911,Gilgit,,
6,2008,21.74556667,0.070033333,2008.904,0,52.452,Gilgit,,
7,2008,22.35883871,0.01083871,2231.0265,0,52.966,Gilgit,,
8,2008,20.32609677,-0.001967742,2038.652,0,39.845,Gilgit,,
9,2008,16.49396667,0.079433333,1595.5265,0,46.304,Gilgit,,
10,2008,11.50696774,0.107741935,1175.553,0,15.693,Gilgit,,
11,2008,3.2153,0.209466667,810.636,0,16.904,Gilgit,,
12,2008,-6.100517241,0.384655172,461.0095,0,35.326,Gilgit,,
1,2009,-7.682483871,0.447258065,259.691,0,55.372,Gilgit,,
2,2009,-5.697428571,0.461535714,264.5835,0,47.357,Gilgit,,
3,2009,1.993516129,0.468290323,372.442,0,46.436,Gilgit,,
4,2009,9.586633333,0.4212,516.294,0,84.962,Gilgit,,
5,2009,14.21758065,0.347387097,789.9465,0,27.478,Gilgit,,
6,2009,17.62886667,0.2378,1309.053,0,36.204,Gilgit,,
7,2009,20.59777419,0.098,1980.8375,0,40.743,Gilgit,,
8,2009,23.07893548,-0.013129032,2206.2005,0,40.914,Gilgit,,
9,2009,18.88666667,-0.000766667,1829.483,0,32.047,Gilgit,,
10,2009,11.93390323,0.108903226,1269.823,0,11.561,Gilgit,,
11,2009,0.139766667,0.284933333,815.62,0,11.439,Gilgit,,
12,2009,-9.261548387,0.399774194,419.398,0,15.109,Gilgit,,
1,2010,-6.492612903,0.383419355,428.0295,0,19.363,Gilgit,,
2,2010,-4.573964286,0.439071429,323.312,0,70.73,Gilgit,,
3,2010,5.882225806,0.427677419,481.128,0,40.795,Gilgit,,
4,2010,12.14303333,0.392633333,634.2365,0,47.933,Gilgit,,
5,2010,13.66122581,0.355677419,868.2715,0,109.449,Gilgit,,
6,2010,16.04986667,0.268866667,1360.8775,0,60.059,Gilgit,,
7,2010,18.89270968,0.156290323,1951.954,1,63.405,Gilgit,,
8,2010,16.12648387,0.070258065,2483.8705,0,62.12,Gilgit,,
9,2010,16.18423333,0.0782,1933.7365,0,32.334,Gilgit,,
10,2010,12.22754839,0.040548387,1559.316,0,14.293,Gilgit,,
11,2010,5.586066667,0.0315,1345.7225,0,3.412,Gilgit,,
12,2010,-1.443193548,0.044064516,1139.824,0,15.738,Gilgit,,
1,2011,-8.549193548,0.356741935,582.8455,0,18.666,Gilgit,,
2,2011,-7.520857143,0.455892857,227.722,0,69.757,Gilgit,,
3,2011,2.628032258,0.442032258,389.239,0,52.113,Gilgit,,
4,2011,7.6756,0.423566667,607.4865,0,56.953,Gilgit,,
5,2011,17.36645161,0.233967742,1223.639,0,30.148,Gilgit,,
6,2011,21.84686667,0.0604,1920.845,0,37.494,Gilgit,,
7,2011,20.92125806,0.054677419,2316.068,0,46.522,Gilgit,,
8,2011,21.81303226,0.015258065,2218.555,0,50.31,Gilgit,,
9,2011,16.21376667,0.039266667,1804.193,0,47.817,Gilgit,,
10,2011,12.11009677,0.132032258,1268.465,0,18.707,Gilgit,,
11,2011,3.343233333,0.281266667,902.033,0,10.403,Gilgit,,
12,2011,-4.441451613,0.267290323,713.8525,0,10.636,Gilgit,,
1,2012,-9.118580645,0.369806452,486.6395,0,25.729,Gilgit,,
2,2012,-3.070482759,0.393827586,377.5965,0,46.072,Gilgit,,
3,2012,3.962483871,0.416032258,466.6625,0,49.359,Gilgit,,
4,2012,11.25966667,0.3775,691.336,0,39.049,Gilgit,,
5,2012,15.76809677,0.312677419,956.275,0,40.898,Gilgit,,
6,2012,18.7127,0.213466667,1455.741,0,24.852,Gilgit,,
7,2012,21.4193871,0.041935484,2122.4255,0,33.669,Gilgit,,
8,2012,20.21758065,0.015709677,2364.2845,0,51.698,Gilgit,,
9,2012,14.10176667,0.095,1909.9485,0,59.438,Gilgit,,
10,2012,9.006870968,0.158354839,1124.234,0,17.053,Gilgit,,
11,2012,2.446266667,0.201533333,870.811,0,8.092,Gilgit,,
12,2012,-6.455645161,0.377258065,537.419,0,29.287,Gilgit,,
1,2013,-9.851806452,0.440677419,403.3925,0,16.889,Gilgit,,
2,2013,-5.469,0.449035714,394.312,0,46.159,Gilgit,,
3,2013,3.779258065,0.433612903,562.512,0,38.65,Gilgit,,
4,2013,10.44343333,0.353266667,766.5435,0,38.803,Gilgit,,
5,2013,13.84570968,0.325032258,1089.385,0,46.354,Gilgit,,
6,2013,20.0388,0.1423,1879.795,0,59.777,Gilgit,,
7,2013,23.39825806,0.007451613,2317.9715,0,46.16,Gilgit,,
8,2013,19.31480645,0.03483871,2325.817,0,75.249,Gilgit,,
9,2013,19.05503333,-0.051133333,1983.4975,0,35.088,Gilgit,,
10,2013,14.22122581,0.012193548,1612.352,0,14.821,Gilgit,,
11,2013,0.739966667,0.2558,977.974,0,13.176,Gilgit,,
12,2013,-2.953193548,0.282483871,724.52,0,8.981,Gilgit,,
1,2014,-8.533354839,0.400580645,485.354,0,35.378,Gilgit,,
2,2014,-3.208357143,0.402535714,493.5145,0,30.012,Gilgit,,
3,2014,2.322354839,0.435741935,515.5155,0,77.743,Gilgit,,
4,2014,8.554733333,0.412266667,605.9535,0,46.781,Gilgit,,
5,2014,13.8786129,0.304354839,1003.0325,0,43.282,Gilgit,,
6,2014,19.2692,0.158733333,1525.4305,0,32.948,Gilgit,,
7,2014,21.81383871,0.033290323,2261.4525,0,49.21,Gilgit,,
8,2014,22.0986129,0.01283871,2081.6425,0,56.997,Gilgit,,
9,2014,15.2001,0.055933333,1815.116,1,92.93,Gilgit,,
10,2014,11.18009677,0.162903226,1287.824,0,19.012,Gilgit,,
11,2014,0.811466667,0.256533333,956.699,0,8.487,Gilgit,,
12,2014,-4.583064516,0.278483871,778.0265,0,6.55,Gilgit,,
1,2015,-5.294580645,0.318774194,661.469,0,22.003,Gilgit,,
2,2015,-2.235357143,0.410107143,463.375,0,45.963,Gilgit,,
3,2015,1.616322581,0.456903226,464.9545,0,76.356,Gilgit,,
4,2015,7.5013,0.409866667,669.7805,0,66.213,Gilgit,,
5,2015,13.37064516,0.30883871,1129.99,0,46.834,Gilgit,,
6,2015,17.0732,0.2263,1629.9335,0,36.924,Gilgit,,
7,2015,20.19767742,0.102709677,2374.46,0,65.485,Gilgit,,
8,2015,20.25054839,-0.01183871,2438.462,0,54.242,Gilgit,,
9,2015,17.54566667,0.061266667,1658.135,0,47.376,Gilgit,,
10,2015,9.965677419,0.160451613,1199.631,0,43.48,Gilgit,,
11,2015,-0.1077,0.366833333,731.2415,0,15.992,Gilgit,,
12,2015,-6.433387097,0.361,565.6715,0,15.183,Gilgit,,
1,2016,-8.829645161,0.406096774,543.687,0,23.774,Gilgit,,
2,2016,-3.3017,0.379,564.9085,0,20.778,Gilgit,,
3,2016,3.325677419,0.420677419,566.9005,1,65.97,Gilgit,,
4,2016,7.576966667,0.4109,685.7095,0,51.727,Gilgit,,
5,2016,16.13819355,0.29316129,1156.493,0,45.099,Gilgit,,
6,2016,20.34343333,0.0924,1913.927,1,45.018,Gilgit,,
7,2016,21.21532258,0.033548387,2392.103,0,56.547,Gilgit,,
8,2016,18.80119355,0.036903226,2301.1745,0,40.527,Gilgit,,
9,2016,17.63346667,-0.0373,1949.495,0,29.512,Gilgit,,
10,2016,13.73674194,-0.031677419,1583.3955,0,16.442,Gilgit,,
11,2016,4.979833333,0.0634,1304.407,0,11.866,Gilgit,,
12,2016,-0.581516129,0.199870968,945.591,0,9.524,Gilgit,,
1,2017,-8.843903226,0.376419355,543.5665,0,55.252,Gilgit,,
2,2017,-3.535714286,0.451214286,382.653,0,28.642,Gilgit,,
3,2017,1.309451613,0.43083871,517.534,0,35.874,Gilgit,,
4,2017,7.744933333,0.429566667,661.172,0,74.519,Gilgit,,
5,2017,14.401,0.28083871,1168.6985,0,77.395,Gilgit,,
6,2017,19.5861,0.135133333,2005.624,0,45.546,Gilgit,,
7,2017,20.84193548,0.012322581,2488.8535,0,43.991,Gilgit,,
8,2017,21.19709677,-0.039387097,2340.995,0,37.7,Gilgit,,
9,2017,18.17456667,-0.041033333,1880.9345,1,34.562,Gilgit,,
10,2017,13.77519355,-0.030709677,1544.383,0,7.336,Gilgit,,
11,2017,5.036933333,0.048366667,1238.4785,0,8.364,Gilgit,,
12,2017,-4.759451613,0.296387097,658.37,0,17.073,Gilgit,,
1,2018,-5.443451613,0.359548387,528.0215,0,7.446,Gilgit,,
2,2018,-1.52825,0.351035714,559.307,0,25.224,Gilgit,,
3,2018,4.58316129,0.411709677,583.25,0,34.257,Gilgit,,
4,2018,11.72723333,0.3544,788.9135,0,51.524,Gilgit,,
5,2018,15.30309677,0.264290323,1155.7675,0,88.455,Gilgit,,
6,2018,18.55536667,0.135,1844.758,0,34.138,Gilgit,,
7,2018,20.90480645,0.051709677,2278.857,0,54.802,Gilgit,,
8,2018,22.75296774,-0.072354839,2352.5155,0,44.066,Gilgit,,
9,2018,19.35243333,-0.014733333,1723.492,0,34.207,Gilgit,,
10,2018,9.352096774,0.185129032,1034.42,0,28.942,Gilgit,,
11,2018,-0.943166667,0.367133333,615.401,0,17.59,Gilgit,,
12,2018,-7.023709677,0.349096774,558.2225,0,11.871,Gilgit,,
1,2019,-12.1466129,0.450774194,238.595,0,42.445,Gilgit,,
2,2019,-7.34225,0.4695,224.1895,0,47.05,Gilgit,,
3,2019,-0.071451613,0.476451613,350.208,0,41.059,Gilgit,,
4,2019,11.53416667,0.3885,731.0445,0,43.054,Gilgit,,
5,2019,14.21051613,0.294,1081.2865,0,38.187,Gilgit,,
6,2019,16.3442,0.2235,1527.0715,0,73.543,Gilgit,,
7,2019,20.96654839,0.057419355,2267.5995,0,51.725,Gilgit,,
8,2019,21.09296774,-0.024645161,2476.063,0,47.789,Gilgit,,
9,2019,20.74856667,-0.1271,1902.8115,0,30.449,Gilgit,,
10,2019,11.1346129,0.154225806,1469.493,0,24.945,Gilgit,,
11,2019,-1.904333333,0.370333333,676.5005,0,33.148,Gilgit,,
12,2019,-8.283774194,0.417935484,484.87,0,12.322,Gilgit,,
1,2020,-12.4696129,0.463677419,228.306,0,43.264,Gilgit,,
2,2020,-5.821517241,0.496275862,339.4265,0,13.311,Gilgit,,
3,2020,2.326677419,0.445258065,526.57,0,52.962,Gilgit,,
4,2020,7.967966667,0.3996,680.5115,0,60.604,Gilgit,,
5,2020,14.94064516,0.278741935,1136.5945,0,74.416,Gilgit,,
6,2020,18.4193,0.137766667,1798.337,0,43.218,Gilgit,,
7,2020,20.985,0.035129032,2298.466,0,36.989,Gilgit,,
8,2020,22.55316129,-0.011516129,2337.048,0,60.616,Gilgit,,
9,2020,18.58293333,-0.043466667,1994.873,0,42.34,Gilgit,,
10,2020,14.31693548,-0.078290323,1582.6595,0,6.658,Gilgit,,
11,2020,1.8604,0.213733333,546.612,0,23.022,Gilgit,,
12,2020,-7.835741935,0.378290323,486.832,0,27.863,Gilgit,,
